"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id"
"Montgomery Creek","Montgomery Creek","CA","California","06089","Shasta","40.8415","-121.9215","","","25.2","polygon","False","America/Los_Angeles","96065 96084","1840018730"
"Orangevale","Orangevale","CA","California","06067","Sacramento","38.6880","-121.2208","","","1597.2","polygon","False","America/Los_Angeles","95662","1840018842"
"Ahwahnee","Ahwahnee","CA","California","06039","Madera","37.3653","-119.7194","","","62.2","polygon","False","America/Los_Angeles","93601 93644","1840025722"
"Hacienda Heights","Hacienda Heights","CA","California","06037","Los Angeles","33.9970","-117.9728","","","3309.4","polygon","False","America/Los_Angeles","91745 91716","1840017921"
"Vernon","Vernon","CA","California","06037","Los Angeles","34.0019","-118.2106","113","113","8","polygon","True","America/Los_Angeles","90058","1840021874"
"Corning","Corning","CA","California","06103","Tehama","39.9282","-122.1820","8409.0","7535","819","polygon","True","America/Los_Angeles","96021","1840018762"
"Maywood","Maywood","CA","California","06037","Los Angeles","33.9885","-118.1877","27633","27633","9053","polygon","True","America/Los_Angeles","90270","1840020497"
"La Habra Heights","La Habra Heights","CA","California","06037","Los Angeles","33.9603","-117.9509","5411","5411","339","polygon","True","America/Los_Angeles","90631","1840020511"
"Thousand Palms","Thousand Palms","CA","California","06065","Riverside","33.8150","-116.3545","","","2376.0","polygon","False","America/Los_Angeles","92276","1840019291"
"Angwin","Angwin","CA","California","06055","Napa","38.5776","-122.4512","","","753.5","polygon","False","America/Los_Angeles","94508","1840017570"
"Centerville","Centerville","CA","California","06019","Fresno","36.7361","-119.4961","","","36.0","polygon","False","America/Los_Angeles","93657","1840022563"
"East Palo Alto","East Palo Alto","CA","California","06081","San Mateo","37.4671","-122.1347","29684","29684","4573","polygon","True","America/Los_Angeles","94303","1840020301"
"Mount Hermon","Mount Hermon","CA","California","06087","Santa Cruz","37.0511","-122.0532","","","415.6","polygon","False","America/Los_Angeles","95018 95066 95041","1840024796"
"Forestville","Forestville","CA","California","06097","Sonoma","38.4825","-122.8899","","","453.7","polygon","False","America/Los_Angeles","95436","1840017575"
"South San Gabriel","South San Gabriel","CA","California","06037","Los Angeles","34.0489","-118.0962","","","4536.9","polygon","False","America/Los_Angeles","91770","1840019207"
"Valley Acres","Valley Acres","CA","California","06029","Kern","35.2087","-119.4106","","","332.1","polygon","False","America/Los_Angeles","93268","1840019143"
"Westhaven","Westhaven","CA","California","06023","Humboldt","41.0360","-124.1112","","","299.6","point","False","America/Los_Angeles","95570","1840027331"
"Del Mar","Del Mar","CA","California","06073","San Diego","32.9633","-117.2627","4365","4365","987","polygon","True","America/Los_Angeles","92014","1840019355"
"Lakewood","Lakewood","CA","California","06037","Los Angeles","33.8471","-118.1222","81138","81138","3326","polygon","True","America/Los_Angeles","90715 90712 90713 90711 90714","1840020515"
"Interlaken","Interlaken","CA","California","06087","Santa Cruz","36.9505","-121.7363","","","173.3","polygon","False","America/Los_Angeles","95076","1840017653"
"Irvine","Irvine","CA","California","06059","Orange","33.6772","-117.7738","266122","266122","1566","polygon","True","America/Los_Angeles","92617 92614 92612 92618 92620 92602 92603 92604 92606 92616 92619 92623 92650 92697 92698","1840019325"
"Woodacre","Woodacre","CA","California","06041","Marin","38.0052","-122.6384","","","410.6","polygon","False","America/Los_Angeles","94973","1840018889"
"Windsor Hills","Windsor Hills","CA","California","06037","Los Angeles","33.9889","-118.3540","","","2868.3","point","False","America/Los_Angeles","90043","1840028297"
"Miranda","Miranda","CA","California","06023","Humboldt","40.2289","-123.8173","","","345.3","polygon","False","America/Los_Angeles","95553","1840009298"
"Greenview","Greenview","CA","California","06093","Siskiyou","41.5471","-122.9185","","","56.0","polygon","False","America/Los_Angeles","96037","1840017471"
"Nevada City","Nevada City","CA","California","06057","Nevada","39.2608","-121.0231","3145","3145","554","polygon","True","America/Los_Angeles","95959","1840020226"
"Sunset Beach","Sunset Beach","CA","California","06059","Orange","33.7164","-118.0690","","","2655.2","point","False","America/Los_Angeles","90742","1840025038"
"Big Lagoon","Big Lagoon","CA","California","06023","Humboldt","41.1592","-124.1303","","","58.4","polygon","False","America/Los_Angeles","95570","1840025518"
"Silver Lakes","Silver Lakes","CA","California","06071","San Bernardino","34.7519","-117.3431","","","564.0","polygon","False","America/Los_Angeles","92342","1840024935"
"Sunnymead","Sunnymead","CA","California","06065","Riverside","33.9400","-117.2437","","","2190.7","point","False","America/Los_Angeles","92553","1840028282"
"Buckhorn","Buckhorn","CA","California","06005","Amador","38.4532","-120.5354","","","174.3","polygon","False","America/Los_Angeles","95666 95644","1840025656"
"Topanga","Topanga","CA","California","06037","Los Angeles","34.0964","-118.6053","","","110.9","polygon","False","America/Los_Angeles","90290","1840025006"
"Norco","Norco","CA","California","06065","Riverside","33.9253","-117.5500","26714","26714","748","polygon","True","America/Los_Angeles","92860","1840020554"
"Knightsen","Knightsen","CA","California","06013","Contra Costa","37.9633","-121.6511","","","165.8","polygon","False","America/Los_Angeles","94548 94513","1840017614"
"Maxwell","Maxwell","CA","California","06011","Colusa","39.2771","-122.1946","","","120.6","polygon","False","America/Los_Angeles","95955","1840024470"
"Rocklin","Rocklin","CA","California","06061","Placer","38.8078","-121.2491","62787","62787","1240","polygon","True","America/Los_Angeles","95677 95765","1840020232"
"Carmel Valley Village","Carmel Valley Village","CA","California","06053","Monterey","36.4824","-121.7198","","","129.1","polygon","False","America/Los_Angeles","93924 93922","1840028359"
"Cameron Park","Cameron Park","CA","California","06017","El Dorado","38.6733","-120.9871","","","913.4","polygon","False","America/Los_Angeles","95682 95672","1840028322"
"Salinas","Salinas","CA","California","06053","Monterey","36.6881","-121.6316","193126.0","157218","2571","polygon","True","America/Los_Angeles","93901 93905 93906 93902 93915","1840021632"
"West Rancho Dominguez","West Rancho Dominguez","CA","California","06037","Los Angeles","33.9057","-118.2682","","","165.6","polygon","False","America/Los_Angeles","90248 90061 90059 90220","1840028406"
"Poplar","Poplar","CA","California","06107","Tulare","36.0533","-119.1432","","","2425.8","point","False","America/Los_Angeles","93258","1840028267"
"Pinehurst","Pinehurst","CA","California","06019","Fresno","36.6952","-119.0165","","","23.3","point","False","America/Los_Angeles","93641","1840028175"
"San Miguel","San Miguel","CA","California","06079","San Luis Obispo","35.7534","-120.6925","","","1240.7","polygon","False","America/Los_Angeles","93451","1840019124"
"Goffs","Goffs","CA","California","06071","San Bernardino","34.9192","-115.0628","","","7.3","point","False","America/Los_Angeles","92332","1840028026"
"Newark","Newark","CA","California","06001","Alameda","37.5204","-122.0312","45810","45810","1274","polygon","True","America/Los_Angeles","94560","1840020295"
"Apple Valley","Apple Valley","CA","California","06071","San Bernardino","34.5329","-117.2102","72553","72553","376","polygon","True","America/Los_Angeles","92308 92307","1840021733"
"Del Rosa","Del Rosa","CA","California","06071","San Bernardino","34.1489","-117.2434","","","3182.2","point","False","America/Los_Angeles","92346","1840028231"
"Bell Gardens","Bell Gardens","CA","California","06037","Los Angeles","33.9663","-118.1550","42806","42806","6722","polygon","True","America/Los_Angeles","90201 90202","1840019229"
"Lodi","Lodi","CA","California","06077","San Joaquin","38.1218","-121.2933","71515.0","64641","1825","polygon","True","America/Los_Angeles","95240 95242","1840020263"
"Montague","Montague","CA","California","06093","Siskiyou","41.7275","-122.5302","1399","1399","303","polygon","True","America/Los_Angeles","96064","1840020105"
"Foster City","Foster City","CA","California","06081","San Mateo","37.5553","-122.2659","34175","34175","3476","polygon","True","America/Los_Angeles","94404","1840020302"
"Orcutt","Orcutt","CA","California","06083","Santa Barbara","34.8668","-120.4269","","","1185.4","polygon","False","America/Los_Angeles","93455 93457","1840019183"
"Ladera","Ladera","CA","California","06081","San Mateo","37.3996","-122.1991","","","710.5","polygon","False","America/Los_Angeles","94028","1840028324"
"Vallejo","Vallejo","CA","California","06095","Solano","38.1134","-122.2359","172697.0","121299","1526","polygon","True","America/Los_Angeles","94592 94591 94589 94590","1840021499"
"Vidal","Vidal","CA","California","06071","San Bernardino","34.1189","-114.5102","","","1.8","point","False","America/Los_Angeles","92280","1840028292"
"Challenge","Challenge","CA","California","06115","Yuba","39.4874","-121.2236","","","71.1","point","False","America/Los_Angeles","95925","1840028104"
"La Riviera","La Riviera","CA","California","06067","Sacramento","38.5684","-121.3544","","","1968.7","polygon","False","America/Los_Angeles","95827 95826","1840028382"
"Indio","Indio","CA","California","06065","Riverside","33.7346","-116.2347","402166.0","88488","1028","polygon","True","America/Los_Angeles","92241 92201 92203","1840019304"
"Jamul","Jamul","CA","California","06073","San Diego","32.7184","-116.8709","","","221.1","polygon","False","America/Los_Angeles","91978 91935 92022","1840018021"
"Foresthill","Foresthill","CA","California","06061","Placer","39.0053","-120.8314","","","495.2","polygon","False","America/Los_Angeles","95631","1840017558"
"Rainbow","Rainbow","CA","California","06073","San Diego","33.4098","-117.1394","","","189.6","polygon","False","America/Los_Angeles","92028","1840019345"
"Redcrest","Redcrest","CA","California","06023","Humboldt","40.3987","-123.9474","","","31.3","polygon","False","America/Los_Angeles","95569","1840026325"
"Cromberg","Cromberg","CA","California","06063","Plumas","39.8684","-120.6905","","","7.6","polygon","False","America/Los_Angeles","96103","1840017509"
"Hodge","Hodge","CA","California","06071","San Bernardino","34.8155","-117.1934","","","4.4","point","False","America/Los_Angeles","92311","1840028030"
"Tiburon","Tiburon","CA","California","06041","Marin","37.8853","-122.4636","9176","9176","796","polygon","True","America/Los_Angeles","94920","1840022521"
"Hesperia","Hesperia","CA","California","06071","San Bernardino","34.3974","-117.3144","93724","93724","495","polygon","True","America/Los_Angeles","92345 92344 92340","1840020404"
"Jamestown","Jamestown","CA","California","06109","Tuolumne","37.9572","-120.4111","","","948.4","polygon","False","America/Los_Angeles","95327","1840017600"
"Azusa","Azusa","CA","California","06037","Los Angeles","34.1386","-117.9124","49628","49628","1984","polygon","True","America/Los_Angeles","91702 91010","1840019226"
"Narod","Narod","CA","California","06071","San Bernardino","34.0581","-117.6845","","","2240.5","point","False","America/Los_Angeles","91762","1840028258"
"Big Bear Lake","Big Bear Lake","CA","California","06071","San Bernardino","34.2430","-116.8955","5235","5235","318","polygon","True","America/Los_Angeles","92315","1840019119"
"Yosemite Lakes","Yosemite Lakes","CA","California","06039","Madera","37.1886","-119.7723","","","313.9","polygon","False","America/Los_Angeles","93614","1840018920"
"Morongo Valley","Morongo Valley","CA","California","06071","San Bernardino","34.0724","-116.5627","","","179.6","polygon","False","America/Los_Angeles","92256","1840019110"
"Concow","Concow","CA","California","06007","Butte","39.7733","-121.5196","","","12.8","polygon","False","America/Los_Angeles","95965","1840028362"
"Helendale","Helendale","CA","California","06071","San Bernardino","34.7439","-117.3245","","","1.6","point","False","America/Los_Angeles","92342","1840028027"
"Fall River Mills","Fall River Mills","CA","California","06089","Shasta","41.0069","-121.4401","","","252.3","polygon","False","America/Los_Angeles","96028","1840017492"
"Emeryville","Emeryville","CA","California","06001","Alameda","37.8382","-122.2932","11671","11671","3518","polygon","True","America/Los_Angeles","94608 94662","1840020291"
"Fairhaven","Fairhaven","CA","California","06023","Humboldt","40.7884","-124.2014","","","224.6","polygon","False","America/Los_Angeles","95564","1840028108"
"Elverta","Elverta","CA","California","06067","Sacramento","38.7185","-121.4455","","","435.4","polygon","False","America/Los_Angeles","95626","1840024623"
"Paradise Park","Paradise Park","CA","California","06087","Santa Cruz","37.0063","-122.0425","","","371.6","polygon","False","America/Los_Angeles","95060","1840024797"
"Aspen Springs","Aspen Springs","CA","California","06051","Mono","37.5500","-118.7087","","","36.6","polygon","False","America/Los_Angeles","93546","1840022494"
"Hollister","Hollister","CA","California","06069","San Benito","36.8564","-121.3981","45496.0","37833","1994","polygon","True","America/Los_Angeles","95023 95024","1840020354"
